TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
200.19,Credit,Branch,52.0,Retired,108.0,1.0,4389.96,1
297.5,Credit,Branch,73.0,Retired,80.0,1.0,6768.14,1
343.88,Debit,Online,63.0,Retired,97.0,1.0,6486.18,3
16.52,Credit,Online,25.0,Student,135.0,1.0,835.53,3
162.1,Debit,Branch,41.0,Engineer,151.0,1.0,8576.65,1
36.12,Debit,Online,22.0,Student,234.0,1.0,1593.03,3
354.91,Debit,ATM,74.0,Retired,191.0,1.0,3872.55,0
38.41,Debit,ATM,40.0,Doctor,117.0,1.0,9129.68,0
53.52,Debit,Branch,49.0,Engineer,55.0,1.0,2227.49,1
13.3,Debit,ATM,23.0,Student,63.0,1.0,213.0,0
189.65,Debit,ATM,21.0,Student,60.0,1.0,8457.09,0
255.32,Debit,ATM,80.0,Retired,27.0,1.0,6290.62,0
230.51,Credit,Branch,51.0,Engineer,56.0,1.0,9522.37,1
237.74,Debit,ATM,61.0,Doctor,152.0,1.0,11795.12,0
512.76,Debit,ATM,52.0,Doctor,26.0,1.0,5121.36,0
151.37,Debit,ATM,54.0,Engineer,53.0,1.0,8356.08,0
85.01,Credit,ATM,25.0,Student,157.0,1.0,1299.4,0
444.47,Debit,Online,57.0,Retired,61.0,1.0,6062.94,3
55.98,Credit,Branch,24.0,Student,87.0,1.0,7047.04,1
54.91,Credit,ATM,41.0,Engineer,275.0,1.0,7927.27,0
1047.69,Debit,Online,20.0,Student,139.0,1.0,1889.78,3
393.74,Debit,Online,26.0,Student,90.0,1.0,1769.06,3
58.94,Debit,Online,30.0,Engineer,26.0,1.0,4575.98,3
515.57,Debit,ATM,27.0,Engineer,56.0,1.0,9269.67,0
332.15,Debit,ATM,59.0,Doctor,105.0,1.0,9749.46,0
177.94,Debit,Online,19.0,Student,173.0,1.0,123.24,3
1431.54,Debit,Online,20.0,Student,84.0,1.0,1171.98,3
240.03,Debit,Online,33.0,Engineer,31.0,1.0,7807.73,3
168.34,Debit,ATM,64.0,Retired,240.0,1.0,7483.01,0
474.77,Debit,Online,46.0,Engineer,284.0,1.0,8494.53,3
451.7,Debit,Online,29.0,Engineer,103.0,1.0,8994.67,3
243.85,Debit,Branch,39.0,Engineer,43.0,1.0,4576.78,1
435.08,Debit,Online,55.0,Engineer,78.0,1.0,2103.41,3
127.78,Debit,ATM,20.0,Student,170.0,1.0,1046.66,0
23.14,Credit,Online,47.0,Doctor,93.0,1.0,10536.54,3
545.87,Debit,Branch,27.0,Engineer,41.0,1.0,4860.01,1
21.21,Debit,Online,55.0,Engineer,37.0,1.0,9575.42,3
423.53,Credit,Branch,50.0,Doctor,81.0,1.0,5453.4,1
114.15,Debit,ATM,19.0,Student,52.0,1.0,1612.4,0
275.98,Credit,Online,72.0,Retired,67.0,1.0,6151.05,3
590.68,Debit,Branch,27.0,Student,23.0,1.0,852.2,1
152.42,Debit,ATM,42.0,Doctor,176.0,1.0,9141.79,0
395.77,Credit,Branch,43.0,Doctor,118.0,1.0,6425.99,1
615.16,Debit,Online,26.0,Student,140.0,1.0,214.61,3
207.82,Credit,Online,19.0,Student,30.0,1.0,229.02,3
220.52,Debit,ATM,57.0,Retired,152.0,1.0,1793.09,0
281.47,Debit,ATM,34.0,Engineer,142.0,1.0,4437.48,0
57.91,Credit,Branch,58.0,Engineer,97.0,1.0,3641.06,1
30.48,Credit,Branch,32.0,Doctor,78.0,1.0,11481.85,1
1152.58,Debit,Branch,65.0,Retired,180.0,1.0,7567.17,1
424.47,Debit,Online,22.0,Student,116.0,1.0,5491.55,3
228.4,Debit,ATM,67.0,Doctor,116.0,1.0,9598.43,0
67.17,Debit,Online,63.0,Doctor,48.0,1.0,14410.44,3
284.89,Debit,Online,53.0,Doctor,115.0,1.0,9738.6,3
118.69,Debit,Online,33.0,Doctor,296.0,1.0,749.34,3
221.33,Debit,ATM,27.0,Student,276.0,1.0,1185.43,0
252.31,Credit,ATM,26.0,Student,172.0,1.0,1584.6,0
58.85,Credit,Online,71.0,Retired,115.0,1.0,1789.8,3
194.68,Debit,Online,32.0,Doctor,165.0,1.0,14494.18,3
433.53,Debit,Branch,38.0,Doctor,231.0,1.0,6368.32,1
178.26,Debit,ATM,59.0,Retired,59.0,1.0,1137.13,0
237.0,Debit,Online,49.0,Doctor,115.0,1.0,14021.4,3
1169.59,Debit,Online,28.0,Student,114.0,1.0,5946.45,3
347.63,Credit,Online,25.0,Student,272.0,1.0,1400.04,3
517.68,Debit,ATM,31.0,Doctor,24.0,1.0,11305.81,0
36.25,Debit,Branch,52.0,Doctor,76.0,1.0,193.06,1
46.53,Debit,ATM,42.0,Engineer,34.0,1.0,4468.12,0
207.47,Debit,ATM,53.0,Doctor,12.0,1.0,1688.9,0
199.7,Debit,ATM,43.0,Engineer,285.0,1.0,7574.45,0
307.89,Credit,Online,62.0,Retired,90.0,1.0,2637.55,3
403.63,Debit,Branch,31.0,Engineer,167.0,3.0,3304.02,2
20.06,Debit,ATM,27.0,Student,144.0,1.0,445.21,0
236.57,Debit,ATM,79.0,Retired,112.0,1.0,3488.77,0
0.32,Debit,ATM,39.0,Engineer,136.0,1.0,7158.58,0
14.28,Debit,ATM,23.0,Student,81.0,1.0,1597.51,0
232.35,Credit,Branch,33.0,Engineer,153.0,1.0,4186.25,1
317.53,Debit,Online,44.0,Engineer,104.0,1.0,6237.68,3
74.67,Debit,ATM,43.0,Engineer,283.0,1.0,3449.35,0
65.01,Credit,Online,29.0,Doctor,67.0,1.0,10235.19,3
0.45,Debit,Branch,34.0,Engineer,172.0,1.0,8670.23,1
364.13,Debit,ATM,63.0,Doctor,61.0,1.0,8198.0,0
15.81,Debit,Branch,69.0,Doctor,11.0,4.0,8384.85,2
222.66,Debit,Online,39.0,Doctor,88.0,1.0,14466.38,3
638.24,Debit,Branch,48.0,Engineer,64.0,1.0,5695.78,1
241.21,Debit,ATM,31.0,Engineer,108.0,1.0,1220.86,0
171.16,Debit,Online,51.0,Retired,42.0,1.0,6126.5,3
1360.67,Debit,Branch,29.0,Engineer,118.0,1.0,2861.65,1
37.65,Credit,Online,27.0,Student,109.0,1.0,411.78,3
25.77,Debit,Online,68.0,Retired,18.0,1.0,4331.54,3
789.8,Debit,ATM,40.0,Doctor,94.0,1.0,13948.09,0
1454.52,Debit,ATM,27.0,Student,20.0,1.0,1189.03,0
806.97,Debit,Online,25.0,Student,11.0,1.0,102.2,3
364.81,Debit,Online,25.0,Student,53.0,1.0,1145.23,3
490.82,Debit,ATM,26.0,Engineer,114.0,1.0,8704.27,0
1021.38,Debit,Branch,61.0,Doctor,125.0,1.0,6223.26,1
311.28,Debit,Branch,49.0,Doctor,198.0,1.0,135.96,1
85.03,Debit,ATM,51.0,Retired,48.0,1.0,4597.57,0
307.75,Debit,Branch,64.0,Doctor,63.0,1.0,1061.58,1
333.67,Debit,Online,36.0,Engineer,68.0,1.0,9238.08,3
589.89,Debit,Branch,56.0,Engineer,213.0,3.0,9404.63,2
372.08,Debit,Branch,66.0,Doctor,63.0,1.0,13330.74,1
502.9,Credit,Online,26.0,Student,141.0,1.0,341.24,3
103.81,Debit,ATM,36.0,Doctor,34.0,1.0,7044.63,0
69.43,Debit,ATM,30.0,Engineer,162.0,1.0,9281.85,0
110.4,Credit,ATM,56.0,Doctor,62.0,1.0,8639.36,0
275.65,Credit,Branch,28.0,Engineer,14.0,1.0,4957.57,1
251.8,Debit,ATM,62.0,Doctor,102.0,1.0,11796.66,0
334.07,Debit,Branch,59.0,Engineer,200.0,1.0,7306.79,1
52.44,Debit,Online,27.0,Student,87.0,1.0,3157.75,3
1030.85,Debit,ATM,25.0,Student,39.0,1.0,1941.8,0
141.37,Debit,Online,46.0,Engineer,77.0,1.0,1019.77,3
211.7,Credit,Online,50.0,Doctor,205.0,1.0,12272.78,3
61.4,Debit,Branch,41.0,Engineer,20.0,2.0,7892.87,1
308.23,Debit,ATM,60.0,Retired,23.0,1.0,4150.63,0
111.41,Debit,Branch,21.0,Student,181.0,1.0,1204.11,1
675.49,Debit,ATM,61.0,Retired,159.0,1.0,1893.0,0
29.72,Debit,ATM,26.0,Student,38.0,1.0,1059.62,0
301.73,Debit,Online,67.0,Doctor,163.0,1.0,990.74,3
294.61,Debit,Branch,60.0,Retired,74.0,1.0,7375.59,1
106.43,Credit,ATM,52.0,Engineer,164.0,1.0,9403.12,0
381.52,Debit,Online,36.0,Doctor,79.0,1.0,5798.92,3
1142.76,Credit,Online,25.0,Student,71.0,1.0,1498.93,3
5.66,Debit,Branch,40.0,Engineer,33.0,1.0,5434.64,1
209.09,Debit,ATM,48.0,Doctor,203.0,1.0,9100.81,0
521.81,Debit,ATM,47.0,Engineer,34.0,1.0,4750.96,0
588.36,Debit,Online,33.0,Engineer,134.0,1.0,8434.99,3
146.67,Debit,Online,20.0,Student,273.0,1.0,1569.75,3
176.52,Credit,Online,73.0,Retired,94.0,5.0,7132.08,2
57.34,Debit,Online,27.0,Student,81.0,1.0,1100.64,3
294.77,Debit,Online,77.0,Retired,101.0,1.0,2272.17,3
162.59,Debit,Branch,64.0,Retired,19.0,1.0,7104.83,1
56.15,Debit,Branch,31.0,Doctor,77.0,1.0,13265.92,1
524.55,Debit,ATM,39.0,Doctor,175.0,1.0,8292.75,0
535.4,Debit,Branch,23.0,Student,110.0,1.0,651.84,1
56.84,Debit,ATM,45.0,Engineer,185.0,1.0,7977.78,0
135.94,Debit,Branch,71.0,Retired,258.0,1.0,4710.21,1
47.1,Credit,Branch,42.0,Doctor,178.0,1.0,6308.07,1
124.05,Credit,Branch,61.0,Doctor,220.0,1.0,7009.54,1
802.89,Debit,ATM,19.0,Student,175.0,1.0,1973.63,0
193.16,Debit,ATM,64.0,Retired,109.0,1.0,2304.56,0
541.52,Credit,Branch,48.0,Engineer,161.0,1.0,6087.24,1
20.17,Debit,ATM,77.0,Retired,86.0,1.0,3869.37,0
35.98,Credit,Branch,40.0,Doctor,133.0,1.0,11147.34,1
273.24,Debit,Branch,51.0,Retired,173.0,1.0,2202.21,1
663.45,Debit,ATM,67.0,Retired,147.0,1.0,5897.29,0
343.86,Debit,Branch,57.0,Engineer,70.0,1.0,3278.65,1
69.38,Debit,Branch,69.0,Doctor,280.0,2.0,12072.11,1
75.43,Debit,ATM,77.0,Retired,266.0,1.0,1441.86,0
86.79,Debit,Branch,33.0,Doctor,166.0,1.0,8795.37,1
1105.88,Debit,ATM,34.0,Engineer,36.0,1.0,2636.32,0
14.1,Debit,Branch,45.0,Engineer,73.0,1.0,6949.21,1
63.33,Credit,Branch,23.0,Student,124.0,1.0,792.33,1
606.27,Debit,Branch,29.0,Doctor,42.0,1.0,9668.78,1
4.47,Debit,Branch,27.0,Student,132.0,1.0,1381.75,1
289.01,Debit,Online,66.0,Retired,96.0,1.0,4226.26,3
338.69,Debit,Branch,18.0,Student,169.0,1.0,1137.89,1
97.73,Debit,Branch,69.0,Doctor,156.0,1.0,7885.21,1
27.61,Credit,ATM,54.0,Retired,26.0,1.0,3679.64,0
284.17,Debit,ATM,51.0,Retired,189.0,1.0,3479.56,0
76.21,Debit,Branch,22.0,Student,69.0,1.0,664.93,1
584.51,Debit,ATM,74.0,Retired,76.0,1.0,3254.56,0
432.18,Debit,Branch,18.0,Student,162.0,1.0,678.83,1
134.55,Debit,Online,59.0,Doctor,165.0,1.0,14852.42,3
61.66,Debit,ATM,26.0,Student,86.0,1.0,5705.4,0
12.35,Debit,Branch,25.0,Student,22.0,1.0,1846.85,1
213.25,Debit,Branch,25.0,Student,63.0,1.0,677.79,1
34.93,Debit,Branch,31.0,Engineer,72.0,1.0,2810.37,1
335.68,Debit,Online,24.0,Student,142.0,1.0,1188.95,3
423.96,Debit,ATM,43.0,Doctor,75.0,1.0,8374.38,0
361.38,Credit,Online,72.0,Retired,71.0,3.0,4972.92,2
220.82,Debit,Branch,42.0,Engineer,31.0,1.0,4298.13,1
717.36,Credit,Online,22.0,Student,138.0,1.0,514.88,3
406.12,Debit,ATM,42.0,Doctor,106.0,1.0,10501.53,0
427.83,Debit,ATM,47.0,Engineer,29.0,1.0,3293.06,0
416.62,Credit,Online,26.0,Student,67.0,1.0,9700.9,3
21.9,Debit,ATM,28.0,Student,30.0,1.0,1052.27,0
393.68,Debit,ATM,55.0,Doctor,141.0,1.0,10135.88,0
281.91,Debit,Branch,25.0,Student,269.0,1.0,225.53,1
239.85,Debit,ATM,70.0,Retired,50.0,1.0,1477.63,0
237.84,Debit,Branch,26.0,Student,16.0,1.0,8932.39,1
459.29,Credit,Online,64.0,Retired,109.0,1.0,1006.12,3
196.49,Debit,Branch,41.0,Engineer,65.0,1.0,7516.56,1
21.23,Debit,ATM,23.0,Student,103.0,4.0,319.18,2
95.23,Debit,Online,20.0,Student,60.0,3.0,966.88,2
344.87,Debit,Branch,58.0,Retired,25.0,1.0,7447.44,1
129.62,Credit,ATM,23.0,Student,124.0,1.0,620.28,0
16.53,Debit,ATM,21.0,Student,220.0,1.0,707.95,0
277.02,Credit,ATM,46.0,Doctor,227.0,1.0,8586.38,0
13.02,Debit,Branch,51.0,Doctor,42.0,1.0,6076.45,1
199.02,Debit,ATM,22.0,Student,185.0,1.0,793.63,0
684.5,Debit,Branch,29.0,Doctor,76.0,1.0,6258.63,1
1173.74,Credit,Online,61.0,Doctor,61.0,1.0,10456.24,3
45.92,Debit,ATM,26.0,Student,23.0,1.0,544.56,0
761.73,Debit,ATM,19.0,Student,27.0,1.0,151.28,0
331.38,Debit,ATM,42.0,Engineer,122.0,1.0,844.55,0
602.8,Debit,Branch,60.0,Retired,173.0,1.0,7417.69,1
64.12,Credit,Branch,57.0,Doctor,222.0,1.0,1029.09,1
57.38,Debit,Online,28.0,Student,86.0,1.0,899.52,3
94.64,Credit,ATM,28.0,Student,144.0,1.0,586.76,0
155.56,Credit,Branch,19.0,Student,64.0,1.0,129.79,1
301.39,Credit,Online,47.0,Doctor,104.0,1.0,10548.58,3
136.31,Debit,Online,74.0,Retired,65.0,1.0,4384.95,3
4.39,Debit,ATM,26.0,Student,63.0,1.0,1429.61,0
429.25,Debit,Online,29.0,Engineer,107.0,1.0,5019.68,3
138.54,Credit,Branch,60.0,Engineer,93.0,1.0,8274.77,1
33.03,Debit,Branch,21.0,Student,28.0,1.0,935.88,1
76.39,Debit,Online,30.0,Doctor,80.0,1.0,11584.32,3
25.32,Debit,ATM,19.0,Student,25.0,1.0,1642.34,0
330.91,Debit,ATM,36.0,Engineer,28.0,1.0,6481.35,0
153.55,Debit,Online,37.0,Doctor,16.0,1.0,5619.91,3
217.61,Debit,Online,27.0,Student,120.0,1.0,1661.1,3
131.69,Credit,Branch,53.0,Engineer,59.0,1.0,2958.43,1
953.17,Debit,Online,60.0,Retired,84.0,1.0,3506.11,3
68.49,Debit,Online,67.0,Retired,49.0,1.0,6683.31,3
1493.0,Debit,ATM,69.0,Retired,151.0,1.0,1619.16,0
470.62,Debit,Branch,57.0,Doctor,127.0,1.0,12470.62,1
385.35,Debit,Branch,38.0,Doctor,269.0,1.0,5184.13,1
74.72,Debit,Online,26.0,Student,132.0,1.0,165.75,3
352.03,Credit,Online,27.0,Student,219.0,1.0,4846.68,3
275.87,Debit,ATM,25.0,Student,112.0,1.0,1697.58,0
90.94,Credit,ATM,63.0,Retired,56.0,1.0,3896.08,0
206.25,Debit,ATM,74.0,Retired,56.0,1.0,3651.07,0
116.76,Debit,ATM,51.0,Engineer,212.0,1.0,4480.43,0
91.5,Debit,ATM,47.0,Doctor,77.0,1.0,667.66,0
489.31,Debit,Branch,43.0,Engineer,36.0,1.0,5595.22,1
1664.33,Debit,Branch,18.0,Student,65.0,1.0,1588.31,1
414.49,Credit,Online,58.0,Doctor,108.0,1.0,12709.58,3
315.13,Debit,Branch,30.0,Engineer,143.0,1.0,6570.94,1
28.38,Debit,Branch,45.0,Doctor,260.0,1.0,8892.62,1
456.05,Debit,Branch,68.0,Doctor,20.0,1.0,11729.51,1
277.22,Debit,Branch,35.0,Doctor,41.0,1.0,12104.51,1
54.84,Debit,Online,52.0,Retired,124.0,1.0,3495.51,3
29.92,Credit,Online,68.0,Doctor,63.0,1.0,7855.01,3
133.06,Debit,Online,35.0,Engineer,143.0,1.0,8843.44,3
14.34,Credit,Online,67.0,Retired,24.0,1.0,7932.51,3
468.32,Debit,Online,69.0,Retired,152.0,1.0,4710.04,3
245.62,Debit,Branch,23.0,Student,127.0,1.0,1879.82,1
981.9,Credit,Online,43.0,Doctor,112.0,1.0,9018.33,3
83.6,Debit,ATM,47.0,Doctor,192.0,1.0,13899.24,0
331.22,Credit,Branch,61.0,Doctor,161.0,1.0,12613.25,1
57.49,Credit,Online,24.0,Student,177.0,1.0,765.15,3
157.56,Debit,Branch,43.0,Doctor,159.0,1.0,7541.16,1
230.3,Debit,Online,46.0,Engineer,24.0,1.0,8356.88,3
305.92,Debit,ATM,72.0,Retired,88.0,1.0,1445.47,0
942.7,Debit,Online,35.0,Engineer,29.0,1.0,5141.32,3
116.33,Debit,Branch,27.0,Student,144.0,1.0,1696.15,1
537.71,Credit,Online,19.0,Student,175.0,1.0,1806.08,3
538.17,Credit,Branch,27.0,Engineer,252.0,1.0,5908.04,1
219.44,Debit,Online,42.0,Engineer,23.0,1.0,4207.27,3
61.62,Debit,Online,57.0,Doctor,19.0,1.0,8365.37,3
58.77,Debit,Online,27.0,Engineer,191.0,1.0,7261.7,3
538.13,Debit,ATM,62.0,Retired,165.0,1.0,5008.59,0
177.05,Debit,Branch,24.0,Student,235.0,1.0,4287.82,1
403.01,Debit,Online,63.0,Doctor,286.0,3.0,10513.52,2
719.76,Debit,Branch,19.0,Student,190.0,1.0,690.52,1
163.22,Debit,Online,26.0,Student,217.0,1.0,1788.27,3
242.85,Debit,Online,42.0,Engineer,93.0,1.0,4672.8,3
291.22,Credit,Online,41.0,Engineer,100.0,1.0,3677.63,3
56.52,Debit,ATM,42.0,Engineer,152.0,1.0,6911.2,0
195.8,Debit,Online,39.0,Doctor,186.0,1.0,12027.68,3
66.76,Credit,Branch,36.0,Doctor,44.0,1.0,184.72,1
190.9,Debit,Online,28.0,Student,40.0,1.0,101.25,3
106.99,Debit,Branch,38.0,Engineer,152.0,1.0,5771.4,1
655.81,Debit,ATM,55.0,Retired,164.0,2.0,4539.99,0
107.1,Credit,Online,25.0,Student,175.0,1.0,193.8,3
79.92,Debit,ATM,44.0,Engineer,274.0,2.0,9138.76,0
430.83,Debit,Branch,18.0,Student,292.0,1.0,941.49,1
235.34,Debit,Branch,26.0,Student,68.0,1.0,566.83,1
86.35,Credit,Branch,52.0,Retired,24.0,1.0,1550.48,1
337.99,Debit,ATM,70.0,Doctor,115.0,1.0,9038.63,0
577.13,Credit,Branch,40.0,Engineer,66.0,1.0,6640.51,1
213.33,Debit,ATM,52.0,Retired,161.0,1.0,5400.44,0
54.52,Debit,Branch,32.0,Doctor,164.0,1.0,6980.98,1
883.92,Credit,Online,53.0,Retired,129.0,1.0,2342.64,3
69.8,Credit,Branch,27.0,Student,138.0,1.0,136.77,1
768.94,Debit,Branch,64.0,Retired,53.0,1.0,6860.18,1
179.62,Debit,Online,24.0,Student,119.0,1.0,409.26,3
425.91,Debit,ATM,23.0,Student,47.0,1.0,383.58,0
263.34,Debit,ATM,64.0,Retired,55.0,1.0,2411.02,0
113.03,Credit,Online,36.0,Doctor,12.0,1.0,6756.13,3
11.02,Debit,Online,42.0,Doctor,42.0,1.0,7879.66,3
865.17,Debit,Branch,24.0,Student,161.0,1.0,9297.5,1
152.0,Debit,ATM,51.0,Engineer,63.0,1.0,7531.43,0
270.39,Debit,ATM,25.0,Student,104.0,1.0,899.15,0
246.41,Debit,ATM,54.0,Retired,23.0,1.0,1431.6,0
336.84,Debit,ATM,22.0,Student,100.0,1.0,4500.26,0
261.45,Credit,Online,50.0,Engineer,96.0,1.0,6735.74,3
99.98,Credit,Online,73.0,Retired,152.0,1.0,3037.97,3
400.69,Debit,Online,32.0,Engineer,26.0,1.0,9040.33,3
411.47,Debit,ATM,26.0,Student,120.0,1.0,796.63,0
204.63,Debit,Online,52.0,Engineer,92.0,1.0,9199.52,3
421.56,Debit,Online,53.0,Engineer,144.0,1.0,8037.87,3
193.38,Debit,ATM,18.0,Student,285.0,1.0,1081.79,0
377.04,Debit,ATM,34.0,Engineer,64.0,1.0,3812.87,0
54.1,Credit,Branch,28.0,Engineer,17.0,1.0,940.91,1
18.1,Debit,ATM,57.0,Retired,66.0,1.0,6474.34,0
408.62,Credit,Online,48.0,Engineer,159.0,1.0,2498.48,3
162.1,Debit,Branch,64.0,Doctor,221.0,1.0,9578.74,1
165.31,Debit,ATM,49.0,Doctor,28.0,1.0,7346.66,0
267.48,Debit,ATM,21.0,Student,159.0,2.0,811.86,0
856.9,Debit,Branch,36.0,Engineer,150.0,1.0,8579.69,1
433.9,Debit,Online,65.0,Doctor,37.0,1.0,9013.1,3
271.22,Credit,ATM,45.0,Doctor,87.0,1.0,6863.02,0
307.68,Credit,Online,75.0,Retired,162.0,1.0,2052.84,3
348.17,Debit,ATM,21.0,Student,181.0,1.0,1887.84,0
557.78,Credit,Branch,26.0,Student,102.0,1.0,1289.48,1
325.6,Debit,ATM,69.0,Doctor,88.0,1.0,13777.1,0
235.83,Credit,Online,53.0,Engineer,169.0,1.0,4120.75,3
603.54,Debit,Online,44.0,Doctor,26.0,1.0,10517.47,3
270.25,Debit,ATM,31.0,Engineer,42.0,1.0,5414.97,0
123.38,Debit,Online,59.0,Doctor,40.0,1.0,13542.41,3
577.12,Debit,ATM,39.0,Engineer,69.0,1.0,5265.88,0
92.24,Debit,Branch,60.0,Engineer,93.0,1.0,6937.48,1
856.21,Credit,Branch,33.0,Doctor,109.0,1.0,12690.79,1
251.54,Debit,Branch,48.0,Doctor,177.0,1.0,254.75,1
28.63,Debit,Branch,56.0,Retired,146.0,1.0,3382.91,1
185.97,Debit,Online,23.0,Student,19.0,1.0,1776.91,3
243.08,Credit,Online,24.0,Student,93.0,1.0,131.25,3
12.18,Debit,Branch,76.0,Retired,77.0,1.0,4909.24,1
